target,tf,mor
MIR885,TSC22D4,-1
MSI2,TSC22D4,-1
MSLNL,TSC22D4,-1
MUC16,TSC22D4,-1
MUC5B,TSC22D4,-1
MXRA8,TSC22D4,-1
MYEOV,TSC22D4,-1
MYH16,TSC22D4,-1
MYO1H,TSC22D4,-1
NALT1,TSC22D4,-1
NCK2,TSC22D4,-1
NKD2,TSC22D4,-1
NOC4L,TSC22D4,-1
OCA2,TSC22D4,-1
OGDHL,TSC22D4,-1
OPN4,TSC22D4,-1
PABPC1P8,TSC22D4,-1
PCP4,TSC22D4,-1
PEPD,TSC22D4,-1
PIEZO1P1,TSC22D4,-1
PODXL,TSC22D4,-1
PPP2R2C,TSC22D4,-1
PRCD,TSC22D4,-1
PSMC2,TSC22D4,-1
PTPRN2,TSC22D4,-1
RAB7B,TSC22D4,-1
RFTN1,TSC22D4,-1
RGCC,TSC22D4,-1
RN7SKP36,TSC22D4,-1
RNA5SP158,TSC22D4,-1
RNA5SP273,TSC22D4,-1
RNA5SP371,TSC22D4,-1
RNU7,TSC22D4,-1
ROR2,TSC22D4,-1
RP1,TSC22D4,-1
RP11,TSC22D4,-1
RP13,TSC22D4,-1
RP3,TSC22D4,-1
RP4,TSC22D4,-1
RP5,TSC22D4,-1
RPL12P37,TSC22D4,-1
RPL23AP12,TSC22D4,-1
RTP5,TSC22D4,-1
RXRA,TSC22D4,-1
SBK2,TSC22D4,-1
SCARB1,TSC22D4,-1
SH3BGR,TSC22D4,-1
SH3TC1,TSC22D4,-1
SLC13A4,TSC22D4,-1
SMOC2,TSC22D4,-1
SNX32,TSC22D4,-1
SPPL2B,TSC22D4,-1
STK32B,TSC22D4,-1
SVOP,TSC22D4,-1
SYNJ2,TSC22D4,-1
TBX21,TSC22D4,-1
TCEANC2,TSC22D4,-1
TG,TSC22D4,-1
TICAM1,TSC22D4,-1
TMEM114,TSC22D4,-1
TMEM119,TSC22D4,-1
TMEM132B,TSC22D4,-1
TNS3,TSC22D4,-1
TRPV6,TSC22D4,-1
TTLL10,TSC22D4,-1
TTLL11,TSC22D4,-1
UBE2I,TSC22D4,-1
UMODL1,TSC22D4,-1
VWCE,TSC22D4,-1
XXBAC,TSC22D4,-1
Y_RNA.496,TSC22D4,-1
ZDHHC14,TSC22D4,-1
ZSWIM4,TSC22D4,-1
AKT2,TWIST1,1
CD24,TWIST1,1
CDH1,TWIST1,-1
CDKN1A,TWIST1,1
CDKN2A,TWIST1,1
CLDN7,TWIST1,1
ESR1,TWIST1,-1
FOS,TWIST1,1
GLI1,TWIST1,1
MDM2,TWIST1,1
MMP2,TWIST1,1
NR2F1,TWIST1,1
SRPX,TWIST1,-1
TIMP1,TWIST1,-1
VEGFA,TWIST1,1
MMP2,TWIST2,1
NR2F1,TWIST2,1
SRPX,TWIST2,-1
AKR1C2,TWIST2,1
ATM,TWIST2,1
CD44,TWIST2,1
CDH1,TWIST2,1
CDH2,TWIST2,-1
CTPS1,TWIST2,1
DKK1,TWIST2,1
ERBB3,TWIST2,-1
F2R,TWIST2,-1
FN1,TWIST2,1
FOS,TWIST2,1
GDF15,TWIST2,1
ICAM1,TWIST2,1
ILK,TWIST2,-1
ITGB1,TWIST2,1
MYB,TWIST2,-1
NF1,TWIST2,-1
PFDN4,TWIST2,-1
POSTN,TWIST2,1
RAP1A,TWIST2,-1
RBL2,TWIST2,-1
RUNX2,TWIST2,-1
ARID1A,UBTF,1
BAHCC1,UBTF,1
BAHD1,UBTF,1
CABIN1,UBTF,1
CTDSP1,UBTF,1
CXXC5,UBTF,1
GLTSCR1L,UBTF,1
GPR137,UBTF,1
GRB2,UBTF,1
JADE2,UBTF,1
KCTD15,UBTF,1
KDM2A,UBTF,1
KDM2B,UBTF,1
NFIC,UBTF,1
NOTCH1,UBTF,1
PPP1R9B,UBTF,1
SOGA1,UBTF,1
TOB2,UBTF,1
URGCP,UBTF,1
ZBTB7A,UBTF,1
ZNF319,UBTF,1
ABCA1,USF1,1
APC,USF1,1
APEX1,USF1,1
APOA2,USF1,1
APOA5,USF1,1
APOC3,USF1,1
B2M,USF1,1
BRCA2,USF1,1
CCNB1,USF1,1
CD2,USF1,1
CDK4,USF1,1
CEACAM1,USF1,1
CEACAM5,USF1,1
CEBPA,USF1,1
CIITA,USF1,1
CTSB,USF1,1
CTSD,USF1,1
CXCR4,USF1,1
CYP19A1,USF1,-1
CYP1A1,USF1,-1
CYP1A2,USF1,1
CYP3A4,USF1,1
FASN,USF1,1
FBP1,USF1,1
FCER1A,USF1,1
FMR1,USF1,1
GATA5,USF1,1
GCK,USF1,1
HMOX1,USF1,1
HOXB4,USF1,1
HOXB7,USF1,1
ID4,USF1,1
IFNG,USF1,1
ISG20,USF1,1
LIPC,USF1,1
MYH9,USF1,1
NUP188,USF1,1
OGN,USF1,1
P4HA1,USF1,1
PF4,USF1,1
PIGR,USF1,1
PKLR,USF1,1
PTGDS,USF1,1
PTGS2,USF1,-1
PTPN6,USF1,1
S100A6,USF1,1
SERBP1,USF1,1
SERPINE1,USF1,1
SF1,USF1,1
SLC19A1,USF1,1
SLC1A3,USF1,1
SLC22A2,USF1,1
TCN2,USF1,1
TERT,USF1,1
TGFB1,USF1,1
TGFB2,USF1,1
TOP3A,USF1,1
TRIM25,USF1,1
TYMS,USF1,1
ABCA1,USF2,1
APC,USF2,1
APOA2,USF2,1
ATP5A1,USF2,1
B2M,USF2,1
BRCA1,USF2,1
BRCA2,USF2,1
CD2,USF2,1
CEACAM1,USF2,1
CEACAM5,USF2,1
CTSB,USF2,1
CTSD,USF2,1
CXCR4,USF2,1
CYP19A1,USF2,-1
CYP1A2,USF2,1
FBP1,USF2,1
FCER1A,USF2,1
FMR1,USF2,1
HMOX1,USF2,1
HOXB4,USF2,1
IGF2R,USF2,1
LIPC,USF2,1
MYH9,USF2,1
P4HA1,USF2,1
PDX1,USF2,1
PF4,USF2,1
PIGR,USF2,1
PKLR,USF2,1
PTGS2,USF2,1
PTPN6,USF2,1
SF1,USF2,1
SLC19A1,USF2,1
TCN2,USF2,1
TERT,USF2,1
TGFB1,USF2,1
TGFB2,USF2,1
THBS1,USF2,1
TOP3A,USF2,1
AMH,VDR,1
ASAP2,VDR,1
BGLAP,VDR,1
BHLHE40,VDR,1
CALB1,VDR,1
CAMP,VDR,1
CDH1,VDR,1
CDKN1A,VDR,1
CDKN1B,VDR,1
CYP24A1,VDR,1
CYP3A4,VDR,1
CYP7A1,VDR,-1
DDIT4,VDR,1
EGFR,VDR,-1
ELL,VDR,1
HOXA10,VDR,1
IGFBP3,VDR,-1
IL10,VDR,-1
IL12B,VDR,-1
PLD1,VDR,1
PODXL,VDR,1
PTH,VDR,-1
PTK2B,VDR,1
TRPV6,VDR,1
ABCB1,WT1,1
AMH,WT1,1
AR,WT1,-1
BCL2,WT1,1
CDH1,WT1,-1
CDKN1A,WT1,1
CIAO1,WT1,-1
CTGF,WT1,1
EGFR,WT1,-1
ETS1,WT1,1
IGF1,WT1,-1
IGF1R,WT1,-1
IGF2,WT1,-1
IL2RB,WT1,1
MYB,WT1,-1
MYC,WT1,-1
MYCN,WT1,-1
NOV,WT1,1
NPHS1,WT1,1
NR5A1,WT1,1
ODC1,WT1,1
PAX2,WT1,-1
PDGFA,WT1,-1
PODXL,WT1,1
SMAD3,WT1,1
TBXA2R,WT1,-1
TERT,WT1,-1
THBS1,WT1,1
UBE2I,WT1,-1
VDR,WT1,1
WTAP,WT1,1
AMOTL1,XBP1,1
CACNB2,XBP1,1
CTNNA1,XBP1,1
DOCK1,XBP1,1
DTNA,XBP1,1
FANCC,XBP1,1
FRMD4B,XBP1,1
KIAA1462,XBP1,1
MYT1L,XBP1,1
PRNP,XBP1,1
RAPGEF4,XBP1,1
RUNX1,XBP1,1
SND1,XBP1,1
SPEF2,XBP1,1
ZZEF1,XBP1,1
AGT,YBX1,1
EGFR,YBX1,1
KPNA2,YBX1,-1
MMP13,YBX1,-1
RBBP8,YBX1,-1
SUMO1,YBX1,-1
ABCB1,YBX1,1
ANAPC4,YBX1,-1
AR,YBX1,1
CCNB1,YBX1,-1
CCNC,YBX1,-1
CDC20,YBX1,-1
CDH1,YBX1,1
CDKN3,YBX1,1
CKS2,YBX1,-1
CXCR4,YBX1,1
E2F1,YBX1,1
ERBB2,YBX1,1
ERBB3,YBX1,1
FAS,YBX1,-1
MET,YBX1,1
MIA,YBX1,1
MMP2,YBX1,1
MNAT1,YBX1,-1
MYCN,YBX1,1
RAD9A,YBX1,1
SKP2,YBX1,-1
SLC6A4,YBX1,1
TOP2A,YBX1,1
TYMS,YBX1,-1
ACTR5,YY1,1
ADA,YY1,1
APH1A,YY1,1
ATP13A1,YY1,-1
ATXN10,YY1,1
CCDC43,YY1,1
CDK5RAP2,YY1,1
CETP,YY1,1
COQ5,YY1,1
COQ9,YY1,1
CPSF2,YY1,1
CREBBP,YY1,-1
CTCF,YY1,1
CXCR4,YY1,-1
DEK,YY1,1
DLG1,YY1,1
DNAJA3,YY1,-1
DNAJB4,YY1,1
EGFR,YY1,1
EP300,YY1,1
EPAS1,YY1,-1
ERBB2,YY1,1
FAS,YY1,-1
FDPS,YY1,-1
FGFR1OP,YY1,-1
HCFC1,YY1,1
HNRNPL,YY1,-1
HSD3B2,YY1,1
HSF1,YY1,1
HSPA5,YY1,1
IFNB1,YY1,-1
IL5,YY1,1
IRAK1,YY1,-1
LDLR,YY1,-1
LSS,YY1,1
MKLN1,YY1,-1
MRPL46,YY1,1
MRPS10,YY1,-1
MRPS18B,YY1,-1
MRPS24,YY1,1
MYC,YY1,1
NARS,YY1,1
NOS2,YY1,1
NR3C1,YY1,1
OPRM1,YY1,1
PAK4,YY1,1
PPP2R1A,YY1,-1
PRDM2,YY1,1
PSMD8,YY1,-1
RAB3GAP1,YY1,1
RANBP10,YY1,-1
RAVER1,YY1,-1
RNF26,YY1,1
RNF40,YY1,1
RPRD2,YY1,-1
SNX27,YY1,-1
SPNS1,YY1,-1
SRP68,YY1,-1
TNFRSF10B,YY1,-1
TOP3A,YY1,1
TP53,YY1,1
TP73,YY1,1
TTC17,YY1,-1
WDR82,YY1,1
ZNF175,YY1,1
ZNF615,YY1,1
CIRBP,ZBED1,1
ECE1,ZBED1,1
ETV6,ZBED1,1
GATAD2B,ZBED1,1
MAD1L1,ZBED1,1
MSH6,ZBED1,1
MTFR2,ZBED1,1
NAA25,ZBED1,1
PARN,ZBED1,1
PTMA,ZBED1,1
RBM15,ZBED1,1
RFFL,ZBED1,1
RPL6,ZBED1,1
SLC1A4,ZBED1,1
SQSTM1,ZBED1,1
SRSF7,ZBED1,1
TANGO2,ZBED1,1
TCF3,ZBED1,1
TGIF1,ZBED1,1
USP48,ZBED1,1
ZC3H4,ZBED1,1
ZNF276,ZBED1,1
ADAM17,ZBTB11,1
AP1AR,ZBTB11,1
AZIN1,ZBTB11,1
CEPT1,ZBTB11,1
CGGBP1,ZBTB11,1
ELK4,ZBTB11,1
ERBIN,ZBTB11,1
FBXO28,ZBTB11,1
GABPA,ZBTB11,1
GNA13,ZBTB11,1
GTF3C3,ZBTB11,1
KDM5A,ZBTB11,1
PPP1R15B,ZBTB11,1
PPP4R2,ZBTB11,1
SEC22B,ZBTB11,1
TROVE2,ZBTB11,1
UBE2D3,ZBTB11,1
UCHL5,ZBTB11,1
USPL1,ZBTB11,1
VCPIP1,ZBTB11,1
YY1,ZBTB11,1
ZNF131,ZBTB11,1
CCNA2,ZBTB16,-1
AC104534.3,ZBTB16,1
BANP,ZBTB16,1
BCAS3,ZBTB16,1
BCL2,ZBTB16,-1
BID,ZBTB16,-1
CEBPA,ZBTB16,1
CRABP1,ZBTB16,1
CXCR4,ZBTB16,1
GFI1,ZBTB16,1
HNRNPL,ZBTB16,1
ID2,ZBTB16,1
LEF1,ZBTB16,1
MYC,ZBTB16,1
RBPJ,ZBTB16,1
RPS19,ZBTB16,1
SLC25A42,ZBTB16,1
SOX9,ZBTB16,1
THADA,ZBTB16,1
YOD1,ZBTB16,1
CUL3,ZBTB33,1
GTF2A1,ZBTB33,1
IREB2,ZBTB33,1
LSM14A,ZBTB33,1
NANP,ZBTB33,1
PURA,ZBTB33,1
RBM15,ZBTB33,1
RMI1,ZBTB33,1
SLC39A9,ZBTB33,1
UBE2D3,ZBTB33,1
YOD1,ZBTB33,1
ZZZ3,ZBTB33,1
PFKP,ZBTB7A,-1
PNPLA6,ZBTB7A,-1
SEPT9,ZBTB7A,-1
ABR,ZBTB7A,-1
ACAP3,ZBTB7A,-1
ACTB,ZBTB7A,-1
ADAM8,ZBTB7A,-1
AES,ZBTB7A,-1
AGRN,ZBTB7A,-1
AHDC1,ZBTB7A,-1
AHRR,ZBTB7A,-1
AKT1,ZBTB7A,-1
AP3D1,ZBTB7A,-1
ARHGAP23,ZBTB7A,-1
ARHGAP45,ZBTB7A,-1
ASPSCR1,ZBTB7A,-1
ATP2B2,ZBTB7A,-1
BAIAP3,ZBTB7A,-1
BCAR1,ZBTB7A,-1
BCL9L,ZBTB7A,-1
BCR,ZBTB7A,-1
BHLHE40,ZBTB7A,-1
CDC42BPG,ZBTB7A,-1
CDC42EP4,ZBTB7A,-1
CIC,ZBTB7A,-1
COMT,ZBTB7A,-1
CUX1,ZBTB7A,-1
DAB2IP,ZBTB7A,-1
DNMT3A,ZBTB7A,-1
ECE1,ZBTB7A,-1
EFNA2,ZBTB7A,-1
EHD1,ZBTB7A,-1
EML2,ZBTB7A,-1
EPS8L2,ZBTB7A,-1
FAM129B,ZBTB7A,-1
FBXL16,ZBTB7A,-1
FMNL1,ZBTB7A,-1
GATAD2A,ZBTB7A,-1
HS6ST1,ZBTB7A,-1
IGF2BP1,ZBTB7A,-1
KAZN,ZBTB7A,-1
KHSRP,ZBTB7A,-1
KIAA1522,ZBTB7A,-1
KRT8,ZBTB7A,-1
LAMA5,ZBTB7A,-1
LMNA,ZBTB7A,-1
LTBP3,ZBTB7A,-1
MARK4,ZBTB7A,-1
METRNL,ZBTB7A,-1
MGRN1,ZBTB7A,-1
MKNK2,ZBTB7A,-1
MNT,ZBTB7A,-1
MSLN,ZBTB7A,-1
MXRA8,ZBTB7A,-1
NACC2,ZBTB7A,-1
NCOR2,ZBTB7A,-1
NDRG2,ZBTB7A,-1
NFIC,ZBTB7A,-1
NOTCH1,ZBTB7A,-1
NPAS1,ZBTB7A,-1
NR2F6,ZBTB7A,-1
OBSL1,ZBTB7A,-1
PALM,ZBTB7A,-1
PCBP1,ZBTB7A,-1
PCDH1,ZBTB7A,-1
PDGFB,ZBTB7A,-1
PIAS4,ZBTB7A,-1
PIEZO1,ZBTB7A,-1
PLEC,ZBTB7A,-1
PLXNB2,ZBTB7A,-1
PPP1R9B,ZBTB7A,-1
PTBP1,ZBTB7A,-1
PTCH1,ZBTB7A,-1
PWWP2B,ZBTB7A,-1
RAI1,ZBTB7A,-1
RNF220,ZBTB7A,-1
RXRA,ZBTB7A,-1
SIGIRR,ZBTB7A,-1
SKI,ZBTB7A,-1
SLC19A1,ZBTB7A,-1
SLC22A23,ZBTB7A,-1
SRC,ZBTB7A,-1
SRCIN1,ZBTB7A,-1
STAT6,ZBTB7A,-1
SYNPO,ZBTB7A,-1
THRA,ZBTB7A,-1
TRIM8,ZBTB7A,-1
ZBTB7B,ZBTB7A,-1
ZFPM1,ZBTB7A,-1
ZNF710,ZBTB7A,-1
HAS3,ZC3H8,-1
MDM4,ZC3H8,-1
NAT10,ZC3H8,-1
PDCD11,ZC3H8,-1
TSEN2,ZC3H8,-1
UQCC1,ZC3H8,-1
ABCA4,ZC3H8,-1
ABCC3,ZC3H8,-1
ABHD2,ZC3H8,-1
ABLIM1,ZC3H8,-1
ABLIM2,ZC3H8,-1
ABT1,ZC3H8,-1
ABTB2,ZC3H8,-1
AC005592.2,ZC3H8,-1
AC007491.1,ZC3H8,-1
AC018866.1,ZC3H8,-1
AC058791.1,ZC3H8,-1
AC061992.2,ZC3H8,-1
AC067960.1,ZC3H8,-1
AC093166.2,ZC3H8,-1
AC093690.1,ZC3H8,-1
AC097713.5,ZC3H8,-1
ACP7,ZC3H8,-1
ACSBG2,ZC3H8,-1
ACSL5,ZC3H8,-1
AFAP1,ZC3H8,-1
AFAP1L2,ZC3H8,-1
AFF1,ZC3H8,-1
AGAP1,ZC3H8,-1
AHDC1,ZC3H8,-1
AK2,ZC3H8,-1
AKR1A1,ZC3H8,-1
ALPK3,ZC3H8,-1
AMPD3,ZC3H8,-1
AMZ2P2,ZC3H8,-1
ANKFN1,ZC3H8,-1
ANXA11,ZC3H8,-1
ANXA2,ZC3H8,-1
ANXA4,ZC3H8,-1
AP000442.4,ZC3H8,-1
AP000695.6,ZC3H8,-1
AP2S1,ZC3H8,-1
APBB2,ZC3H8,-1
ARHGEF10L,ZC3H8,-1
ARHGEF3,ZC3H8,-1
ARID1A,ZC3H8,-1
ARSB,ZC3H8,-1
ARSG,ZC3H8,-1
ASAP1,ZC3H8,-1
ATF4,ZC3H8,-1
ATOH8,ZC3H8,-1
ATP11A,ZC3H8,-1
ATP2B4,ZC3H8,-1
ATP5J2P5,ZC3H8,-1
AXIN2,ZC3H8,-1
BAHCC1,ZC3H8,-1
BAIAP2,ZC3H8,-1
BAIAP2L1,ZC3H8,-1
BANP,ZC3H8,-1
BCAR3,ZC3H8,-1
BCAS3,ZC3H8,-1
BCL3,ZC3H8,-1
BCL6,ZC3H8,-1
BCL9L,ZC3H8,-1
BEST1,ZC3H8,-1
BHLHE40,ZC3H8,-1
BRD7P6,ZC3H8,-1
BTBD16,ZC3H8,-1
BX470102.3,ZC3H8,-1
C10ORF55,ZC3H8,-1
C11ORF1,ZC3H8,-1
C16ORF62,ZC3H8,-1
C1ORF195,ZC3H8,-1
C1ORF220,ZC3H8,-1
C5ORF66,ZC3H8,-1
C9ORF3,ZC3H8,-1
CACNA1A,ZC3H8,-1
CALB2,ZC3H8,-1
CAMK2G,ZC3H8,-1
CAPN2,ZC3H8,-1
CAPZB,ZC3H8,-1
CASC11,ZC3H8,-1
CBX8,ZC3H8,-1
CCAT1,ZC3H8,-1
CCND3,ZC3H8,-1
CD247,ZC3H8,-1
CD276,ZC3H8,-1
CD44,ZC3H8,-1
CD9,ZC3H8,-1
CDC14B,ZC3H8,-1
CDCP1,ZC3H8,-1
CDK5RAP3,ZC3H8,-1
CEACAM19,ZC3H8,-1
CELF4,ZC3H8,-1
CFAP161,ZC3H8,-1
CHIT1,ZC3H8,-1
CITED4,ZC3H8,-1
CLASP1,ZC3H8,-1
CLDN4,ZC3H8,-1
CLEC16A,ZC3H8,-1
CLIP2,ZC3H8,-1
CMB9,ZC3H8,-1
CMIP,ZC3H8,-1
COBL,ZC3H8,-1
COL13A1,ZC3H8,-1
COL16A1,ZC3H8,-1
COL22A1,ZC3H8,-1
COL27A1,ZC3H8,-1
COPZ2,ZC3H8,-1
COTL1,ZC3H8,-1
CPA5,ZC3H8,-1
CPNE2,ZC3H8,-1
CREB5,ZC3H8,-1
CRIP1P3,ZC3H8,-1
CRYBB2P1,ZC3H8,-1
CSGALNACT1,ZC3H8,-1
CTA,ZC3H8,-1
CTB,ZC3H8,-1
CTC,ZC3H8,-1
CTD,ZC3H8,-1
CUEDC1,ZC3H8,-1
CYTH1,ZC3H8,-1
CYTH4,ZC3H8,-1
DAB2IP,ZC3H8,-1
DAGLB,ZC3H8,-1
DENND3,ZC3H8,-1
DLGAP1,ZC3H8,-1
DNAJB12,ZC3H8,-1
DNM2,ZC3H8,-1
DNMBP,ZC3H8,-1
DPF3,ZC3H8,-1
DRAIC,ZC3H8,-1
DUSP5,ZC3H8,-1
DUSP7,ZC3H8,-1
DYNLT1,ZC3H8,-1
E2F2,ZC3H8,-1
EGFR,ZC3H8,-1
EHF,ZC3H8,-1
EIF3K,ZC3H8,-1
ELFN2,ZC3H8,-1
ELOVL6,ZC3H8,-1
EML2,ZC3H8,-1
EMP1,ZC3H8,-1
EMX2OS,ZC3H8,-1
EPS15L1,ZC3H8,-1
ERRFI1,ZC3H8,-1
EZH2,ZC3H8,-1
EZR,ZC3H8,-1
F2RL1,ZC3H8,-1
FAM102A,ZC3H8,-1
FAM107B,ZC3H8,-1
FAM110A,ZC3H8,-1
FAM114A2,ZC3H8,-1
FAT1,ZC3H8,-1
FBLN2,ZC3H8,-1
FGFR2,ZC3H8,-1
FGL1,ZC3H8,-1
FHAD1,ZC3H8,-1
FHL2,ZC3H8,-1
FOXK2,ZC3H8,-1
FRMD5,ZC3H8,-1
FRMPD2,ZC3H8,-1
FSTL1,ZC3H8,-1
GAS7,ZC3H8,-1
GDF15,ZC3H8,-1
GDPD5,ZC3H8,-1
GFPT2,ZC3H8,-1
GLP2R,ZC3H8,-1
GNA12,ZC3H8,-1
GNAI2,ZC3H8,-1
GOSR2,ZC3H8,-1
GPAM,ZC3H8,-1
GPAT3,ZC3H8,-1
GRAMD1B,ZC3H8,-1
GRAMD4,ZC3H8,-1
GRHL2,ZC3H8,-1
GRIN2B,ZC3H8,-1
GSE1,ZC3H8,-1
GSN,ZC3H8,-1
H1F0,ZC3H8,-1
HDAC4,ZC3H8,-1
HIST1H3J,ZC3H8,-1
HIST1H3PS1,ZC3H8,-1
HIVEP3,ZC3H8,-1
HM13,ZC3H8,-1
HMGB3P5,ZC3H8,-1
HMGN4,ZC3H8,-1
HNF1A,ZC3H8,-1
HPCAL1,ZC3H8,-1
HRH1,ZC3H8,-1
HTR1D,ZC3H8,-1
ID1,ZC3H8,-1
IER5,ZC3H8,-1
IGF1R,ZC3H8,-1
IGFBP6,ZC3H8,-1
ITGA3,ZC3H8,-1
ITGB5,ZC3H8,-1
ITGB6,ZC3H8,-1
JADE2,ZC3H8,-1
KATNB1,ZC3H8,-1
KB,ZC3H8,-1
KCMF1,ZC3H8,-1
KCNMA1,ZC3H8,-1
KIAA0040,ZC3H8,-1
KIAA0556,ZC3H8,-1
KIAA0922,ZC3H8,-1
KIAA1522,ZC3H8,-1
KIAA1671,ZC3H8,-1
KITLG,ZC3H8,-1
KLF6,ZC3H8,-1
KLK8,ZC3H8,-1
KRT18,ZC3H8,-1
KRT19,ZC3H8,-1
KRT8,ZC3H8,-1
KSR1,ZC3H8,-1
LAMC2,ZC3H8,-1
LASP1,ZC3H8,-1
LBHD1,ZC3H8,-1
LHPP,ZC3H8,-1
LINC,ZC3H8,-1
LINC00282,ZC3H8,-1
LINC00324,ZC3H8,-1
LINC00511,ZC3H8,-1
LINC00540,ZC3H8,-1
LINC00592,ZC3H8,-1
LINC00649,ZC3H8,-1
LINC00887,ZC3H8,-1
LINC00917,ZC3H8,-1
LINC01132,ZC3H8,-1
LINC01137,ZC3H8,-1
LINC01234,ZC3H8,-1
LINC01411,ZC3H8,-1
LINC01588,ZC3H8,-1
LINC01629,ZC3H8,-1
LINC01714,ZC3H8,-1
LINC01800,ZC3H8,-1
LINC01816,ZC3H8,-1
LINC01962,ZC3H8,-1
LINC02205,ZC3H8,-1
LMNA,ZC3H8,-1
LPP,ZC3H8,-1
MACF1,ZC3H8,-1
MALAT1,ZC3H8,-1
MDGA1,ZC3H8,-1
MFAP3,ZC3H8,-1
MGLL,ZC3H8,-1
MICAL2,ZC3H8,-1
MIR100HG,ZC3H8,-1
MIR1244,ZC3H8,-1
MIR3193,ZC3H8,-1
MIR31HG,ZC3H8,-1
MIR3918,ZC3H8,-1
MIR3925,ZC3H8,-1
MIR4296,ZC3H8,-1
MIR4472,ZC3H8,-1
MIR4478,ZC3H8,-1
MIR5191,ZC3H8,-1
MIR7854,ZC3H8,-1
MKL1,ZC3H8,-1
MLPH,ZC3H8,-1
MPO,ZC3H8,-1
MRPS22,ZC3H8,-1
MRVI1,ZC3H8,-1
MSI2,ZC3H8,-1
MTMR4,ZC3H8,-1
MYC,ZC3H8,-1
MYEOV,ZC3H8,-1
MYH9,ZC3H8,-1
MYO18A,ZC3H8,-1
MYO1E,ZC3H8,-1
MYOF,ZC3H8,-1
NAV2,ZC3H8,-1
NEAT1,ZC3H8,-1
NEDD4L,ZC3H8,-1
NFATC2,ZC3H8,-1
NFIA,ZC3H8,-1
NFX1,ZC3H8,-1
NOTCH2P1,ZC3H8,-1
NPAS2,ZC3H8,-1
NSFL1C,ZC3H8,-1
NSMCE1,ZC3H8,-1
NSMCE2,ZC3H8,-1
NSUN4,ZC3H8,-1
NTNG2,ZC3H8,-1
NTPCR,ZC3H8,-1
NTSR1,ZC3H8,-1
OGFOD3,ZC3H8,-1
OLFML2A,ZC3H8,-1
OLMALINC,ZC3H8,-1
OPA3,ZC3H8,-1
OSBP2,ZC3H8,-1
OSBPL3,ZC3H8,-1
PACSIN2,ZC3H8,-1
PAX8,ZC3H8,-1
PBX1,ZC3H8,-1
PC,ZC3H8,-1
PCBP1,ZC3H8,-1
PDE4C,ZC3H8,-1
PDP1,ZC3H8,-1
PHF19,ZC3H8,-1
PHLDB2,ZC3H8,-1
PISD,ZC3H8,-1
PIWIL2,ZC3H8,-1
PKD1L2,ZC3H8,-1
PLB1,ZC3H8,-1
PLCG2,ZC3H8,-1
PLEKHA2,ZC3H8,-1
PLEKHG3,ZC3H8,-1
POLA2,ZC3H8,-1
POU2F2,ZC3H8,-1
PPARGC1B,ZC3H8,-1
PPP1R9B,ZC3H8,-1
PRKAG2,ZC3H8,-1
PRKCH,ZC3H8,-1
PSD4,ZC3H8,-1
PTK2B,ZC3H8,-1
PTMA,ZC3H8,-1
PTP4A2,ZC3H8,-1
PTPN5,ZC3H8,-1
PVT1,ZC3H8,-1
PXDN,ZC3H8,-1
PYROXD2,ZC3H8,-1
RAB37,ZC3H8,-1
RACK1,ZC3H8,-1
RASD2,ZC3H8,-1
RASGRF1,ZC3H8,-1
RBP1,ZC3H8,-1
RCC1,ZC3H8,-1
RERE,ZC3H8,-1
RGS10,ZC3H8,-1
RGS9,ZC3H8,-1
RHOF,ZC3H8,-1
RN7SKP180,ZC3H8,-1
RN7SL499P,ZC3H8,-1
RNA5SP179,ZC3H8,-1
RNA5SP429,ZC3H8,-1
RNF10P1,ZC3H8,-1
RNF43,ZC3H8,-1
RNU1,ZC3H8,-1
RNU5F,ZC3H8,-1
RNU6,ZC3H8,-1
RNU7,ZC3H8,-1
RNVU1,ZC3H8,-1
RP11,ZC3H8,-1
RP3,ZC3H8,-1
RP5,ZC3H8,-1
RPARP,ZC3H8,-1
RPEL1,ZC3H8,-1
RPL22P19,ZC3H8,-1
RPS3,ZC3H8,-1
RPS4XP19,ZC3H8,-1
RPTOR,ZC3H8,-1
RUNX1,ZC3H8,-1
RXRG,ZC3H8,-1
S100A11,ZC3H8,-1
S100A13,ZC3H8,-1
S100A2,ZC3H8,-1
SAP30BP,ZC3H8,-1
SAR1AP2,ZC3H8,-1
SCARB1,ZC3H8,-1
SEC14L1,ZC3H8,-1
SEPT9,ZC3H8,-1
SFXN3,ZC3H8,-1
SH3BP4,ZC3H8,-1
SH3PXD2A,ZC3H8,-1
SHANK2,ZC3H8,-1
SHISA5,ZC3H8,-1
SLC16A5,ZC3H8,-1
SLC22A23,ZC3H8,-1
SLC22A5,ZC3H8,-1
SLC25A37,ZC3H8,-1
SLC2A1,ZC3H8,-1
SLC39A11,ZC3H8,-1
SLC3A2,ZC3H8,-1
SLC44A3,ZC3H8,-1
SLX4IP,ZC3H8,-1
SMAD3,ZC3H8,-1
SMAD6,ZC3H8,-1
SMG5,ZC3H8,-1
SMIM25,ZC3H8,-1
SMYD2,ZC3H8,-1
SNORA31.25,ZC3H8,-1
SORBS1,ZC3H8,-1
SPATS2L,ZC3H8,-1
SPEG,ZC3H8,-1
SREBF1,ZC3H8,-1
SRP68,ZC3H8,-1
SRRM3,ZC3H8,-1
SSUH2,ZC3H8,-1
ST5,ZC3H8,-1
ST6GAL1,ZC3H8,-1
